index,tweet_id,veracity,text,favorite_count,retweet_count,created_at
0,1256062026260123648,true,"Coronavirus Outbreak LIVE Updates: Odisha confirms 143 cases after new COVID-19 positive case in Balasore, one deat… https://t.co/un5DTQT8XW",0,0,2020-05-01 03:24:58+00:00
0,1256185384050065408,true,"For today, May 1, here’s how to follow the latest on the coronavirus outbreak. 

🌎 Live updates from around the wor… https://t.co/h2duBXuE7h",87,37,2020-05-01 11:35:09+00:00
0,1256083784686096385,true,Coronavirus | Mumbai Delhi Coronavirus News | Coronavirus Outbreak India Cases LIVE Updates; Maharashtra Pune Madhy… https://t.co/r6W8F9Dmhs,0,0,2020-05-01 04:51:25+00:00
0,1255800872266878976,true,Haryana Gurugram Coronavirus Outbreak Live | Haryana Coronavirus Latest Updates/Total COVID 19 Cases In Karnal Roht… https://t.co/UYV2Q9TepM,0,0,2020-04-30 10:07:14+00:00
0,1256115272114675712,true,Coronavirus Outbreak: Round-the-clock Updates (II) https://t.co/ZrlVuXuW8p,2,0,2020-05-01 06:56:33+00:00
0,1256229075687014400,true,WATCH LIVE: Gov. Phil Murphy will speak at 1 p.m. Here are the latest updates on the coronavirus outbreak in New Je… https://t.co/x9o2wYCIku,0,0,2020-05-01 14:28:45+00:00
0,1255745787763527681,true,Rajasthan Jaipur Kota Coronavirus Outbreak Live | Rajasthan Coronavirus Latest Updates/Total COVID-19 Cases In Jodh… https://t.co/N2EP6UcWYb,0,0,2020-04-30 06:28:21+00:00
0,1256038878391209986,true,Coronavirus | Mumbai Delhi Coronavirus News | Coronavirus Outbreak India Cases LIVE Updates; Maharashtra Pune Madhy… https://t.co/lZFcrdJPB5,0,0,2020-05-01 01:52:59+00:00
0,1255919179984785410,true,"To all my friends in the people's republic of Massachusetts, 
WHAT THE PHUCK IS GOING ON UP THERE?
Live updates: Th… https://t.co/QkwsJSF3e7",0,0,2020-04-30 17:57:21+00:00
0,1256278079745351680,true,7 PM Bulletin-Coronavirus Outbreak LIVE | India Updates as on 01.05.20 - https://t.co/bhQa5LsVjd https://t.co/CcIot35faM,1,0,2020-05-01 17:43:29+00:00
0,1256068398083121153,true,Coronavirus China Italy | Coronavirus Outbreak China Italy Iran USA Japan France Live Today News Updates World Case… https://t.co/d1V39A92g7,0,0,2020-05-01 03:50:17+00:00
0,1255822340082057222,true,Live updates as Wales' chief medical officer gives briefing on state of coronavirus outbreak https://t.co/alNBXKRkNK https://t.co/lW212PNbQl,7,3,2020-04-30 11:32:32+00:00
0,1256118508351623168,true,अब तक 34 हजार 934 केस: छह दिन में तीसरी बार संक्रमण के 1800 से ज्यादा मामले सामने आए; 24 घंटे में 630 मरीज ठीक हुए… https://t.co/7SIH3tdNeg,0,0,2020-05-01 07:09:24+00:00
0,1255897199939993608,true,"COMING UP AT 1p ET ON @ABCNetwork and 4p &amp; 8p ET on @ABCNewsLive: @arobach hosts ""Pandemic: What You Need To Know""… https://t.co/FwCGWrp6re",21,3,2020-04-30 16:30:00+00:00
0,1255872753653043202,true,7 PM Bulletin-Coronavirus Outbreak LIVE | India Updates as on 30.04.20 - https://t.co/zznr3S16gB https://t.co/sMPB2H1c4d,1,0,2020-04-30 14:52:52+00:00
0,1256229855525588994,true,WATCH LIVE: Gov. Phil Murphy will speak at 1 p.m. Here are the latest updates on the coronavirus outbreak in New Je… https://t.co/s8bWxMW5jc,0,0,2020-05-01 14:31:51+00:00
0,1256224741276385283,true,WATCH LIVE: Gov. Phil Murphy will speak at 1 p.m. Here are the latest updates on the coronavirus outbreak in New Je… https://t.co/1vRwTc7moP,0,0,2020-05-01 14:11:32+00:00
0,1255815651148460032,true,Coronavirus Outbreak LIVE Updates: Bihar govt conducts door-to-door screening of people in hotspot districts; state… https://t.co/Jnnx2DTxS2,0,0,2020-04-30 11:05:57+00:00
0,1255783563749965824,true,"Coronavirus Outbreak LIVE Updates: 77-yr-old tests positive in Odisha, state tally now at 119; lockdowns could lead… https://t.co/7RMFWh5TKl",0,0,2020-04-30 08:58:27+00:00
0,1255723993493012490,true,Madhya Pradesh Bhopal Indore Coronavirus Outbreak Live | Madhya Pradesh (MP) Coronavirus Latest Updates/Total COVID… https://t.co/xzKttfVn4V,0,0,2020-04-30 05:01:44+00:00
0,1256071989510299649,true,8:00 AM Bulletin-Coronavirus Outbreak LIVE | India Updates as on  01 May 20 - https://t.co/7BSzYRIqzk https://t.co/6tanxmcjn7,1,0,2020-05-01 04:04:33+00:00
0,1255855065417551873,true,"Coronavirus Outbreak LIVE Updates: Doubling rate improved to 11 days from 3.4 days pre-lockdown in India, says Cent… https://t.co/BySOahf94R",0,0,2020-04-30 13:42:34+00:00
0,1256252087874260994,true,Gov. Eric Holcomb will hold a 2:30 p.m. news conference today to update Hoosiers on the executive orders he has iss… https://t.co/1w5fzMJAz1,1,0,2020-05-01 16:00:12+00:00
0,1255756041008091137,true,"अब तक 33 हजार 184 केस: 24 घंटे में 1702 मरीज बढ़े और 690 ठीक हुए, दूसरी बार एक दिन में इतने ज्यादा संक्रमितों की अ… https://t.co/acgCLO2NiU",0,0,2020-04-30 07:09:05+00:00
0,1255880482266296321,true,"Coronavirus Outbreak LIVE Updates: J&amp;K approves Rs 350 cr as relief for people affected by COVID-19 lockdown, inclu… https://t.co/hBuPHN79Uc",0,0,2020-04-30 15:23:34+00:00
0,1256322568367116290,true,Stay Home. Stay Safe. Stay Strong. WATCH LIVE on FOX 5 for news and updates on the coronavirus outbreak: https://t.co/fc5bQTFoIu,1,2,2020-05-01 20:40:16+00:00
0,1256222943396454414,true,WATCH LIVE: Gov. Phil Murphy will speak at 1 p.m. Here are the latest updates on the coronavirus outbreak in New Je… https://t.co/isjesdNJ5P,1,0,2020-05-01 14:04:23+00:00
0,1256325469474963461,true,Coronavirus China Italy | Coronavirus Outbreak China Italy Iran USA Japan France Live Today News Updates World Case… https://t.co/rt3q9lHkWP,0,0,2020-05-01 20:51:47+00:00
0,1256229296542289922,true,WATCH LIVE: Gov. Phil Murphy will speak at 1 p.m. Here are the latest updates on the coronavirus outbreak in New Je… https://t.co/86m0Ht8Ofv,0,0,2020-05-01 14:29:38+00:00
0,1256229525689643008,true,WATCH LIVE: Gov. Phil Murphy will speak at 1 p.m. Here are the latest updates on the coronavirus outbreak in New Je… https://t.co/LJhXxfXyJj,0,0,2020-05-01 14:30:33+00:00
0,1255882099061489666,true,"ICYMI | From headshaves, live streamed 80s discos, to virtual dog walks. We've loved seeing some of the imaginative… https://t.co/CVCARrwMrS",3,1,2020-04-30 15:30:00+00:00
0,1256244784597020673,true,WATCH LIVE: @NYGovCuomo is giving an update on the #coronavirus outbreak in New York. https://t.co/KNgQAIAJpX,15,11,2020-05-01 15:31:11+00:00
0,1255821464093298690,true,"For today, April 30, here’s how to follow the latest on the coronavirus outbreak. 

🌎 Live updates from around the… https://t.co/Z8Wh5f1tlf",60,20,2020-04-30 11:29:03+00:00
0,1256222974312660995,true,"Better late than never ...

Trump Announces Panel To Look At Nursing Home Responses To Coronavirus Outbreak : Coron… https://t.co/jnuU8H2LIf",0,0,2020-05-01 14:04:31+00:00
0,1255930694225674240,true,"Coronavirus: देश में 33 हजार के पार हुए मामले, 1075 लोगों की मौत; मृत्युदर 3.2 प्रतिशत | Coronavirus outbreak in in… https://t.co/ffQj9R5rbT",0,0,2020-04-30 18:43:06+00:00
0,1255722231432245249,true,"Coronavirus Outbreak LIVE Updates: India will see more deaths due to hunger if lockdown continues, says Infosys fou… https://t.co/AniBpuRnBH",0,0,2020-04-30 04:54:44+00:00
0,1255729647972749318,true,"Coronavirus Outbreak LIVE Updates: India will see more deaths due to hunger if lockdown continues, says Infosys fou… https://t.co/G1G42M4JP6",0,0,2020-04-30 05:24:13+00:00
0,1255807140436103169,true,Coronavirus China Italy | Coronavirus Outbreak China Italy Iran USA Japan France Live Today News Updates World Case… https://t.co/B2HVG0dzV6,0,0,2020-04-30 10:32:08+00:00
0,1255837303932510211,true,"Follow Business Standard for LIVE updates on coronavirus outbreak

#COVIDー19

Link here: https://t.co/c9u6WemrSB https://t.co/nzvEPsGmRv",3,0,2020-04-30 12:32:00+00:00
0,1256149641248354304,true,"Coronavirus Outbreak LIVE Updates: All of Delhi, 14 districts in Maharashtra declared red zones; https://t.co/sanqhFE42w #livenewsindia",0,0,2020-05-01 09:13:07+00:00
0,1255967390271062017,true,Another Pork Plant Shuts Down Amid Coronavirus Outbreak : Coronavirus Live Updates : NPR - - 900 INFECTED IN ONE SI… https://t.co/QOCZfCRQes,0,0,2020-04-30 21:08:55+00:00
0,1256076503651160064,true,Trump Announces Panel To Look At Nursing Home Responses To Coronavirus Outbreak : Coronavirus Live Updates  https://t.co/8xt0duKrEF,0,0,2020-05-01 04:22:29+00:00
0,1256336927483023360,true,Coronavirus Outbreak LIVE Updates: CRPF worst-affected among security forces as 12 more test https://t.co/3hZFOlTy1v #livenewsindia,0,0,2020-05-01 21:37:19+00:00
0,1255756044745224192,true,"राज्य में संक्रमितों की संख्या 326 पहुंची, झज्जर में दिल्ली की मंडी से सब्जी बंद, सोनीपत में हाइवे पर ढाबे खोलने की… https://t.co/esSw3cWtSu",0,0,2020-04-30 07:09:06+00:00
0,1255735044116807682,true,"We'll bring you live updates on the coronavirus outbreak throughout the morning - as the city doubles testing: 

https://t.co/OhEfvqfuFy",0,1,2020-04-30 05:45:39+00:00
0,1256087464168402945,true,"Coronavirus Outbreak LIVE Updates: India reports 73 new deaths, 1,993 cases in past 24 hours; Maharashtra, Gujarat… https://t.co/Pc9ULY4Oh7",0,0,2020-05-01 05:06:03+00:00
0,1256128573854879744,true,"Coronavirus Outbreak LIVE Updates: 414 new COVID-19 cases, 20 deaths reported in Mumbai today, total number of case… https://t.co/E7qHTN4mdw",0,0,2020-05-01 07:49:24+00:00
0,1255835815479033859,true,"Coronavirus Outbreak LIVE Updates: Centre says average of 49,000 COVID-19 tests are being conducted every day, 1,01… https://t.co/Q0QxO94Lrh",0,0,2020-04-30 12:26:05+00:00
0,1256221048846024704,true,WATCH LIVE: Gov. Phil Murphy will speak at 1 p.m. Here are the latest updates on the coronavirus outbreak in New Je… https://t.co/Q7HoL4QVsZ,0,0,2020-05-01 13:56:52+00:00
0,1256246312573509632,true,"Coronavirus Outbreak LIVE Updates: India’s recovery rate stands at 25.37%, says Centre; order for https://t.co/nUgn8l0qZE #livenewsindia",0,0,2020-05-01 15:37:15+00:00
0,1256251910274846720,true,"Firstpost · 4 mins ago
Coronavirus Outbreak LIVE Updates: Maharashtra reports highest single-day jump with 1,008 ne… https://t.co/MvYb0Rv05a",1,0,2020-05-01 15:59:30+00:00
0,1256271563432886278,true,"LIVE: ""Reason to be optimistic"" Ontario Premier Doug Ford and provincial cabinet ministers speaking live with an up… https://t.co/8jgOmXhjUp",0,0,2020-05-01 17:17:35+00:00
0,1256087088556134400,true,"Ranchi Coronavirus Outbreak Live | Jharkhand Ranchi Coronavirus Lockdown (Curfew) Latest Today News, Coronavirus CO… https://t.co/sdEzHjcSP3",0,0,2020-05-01 05:04:33+00:00
0,1255725046431023107,true,Coronavirus Outbreak LIVE Updates: 'Need to lift lockdown in measured way as India has no capacity to feed people f… https://t.co/Xew1fnnmr8,0,0,2020-04-30 05:05:55+00:00
0,1256035724563935233,true,"Coronavirus outbreak live updates May 1
https://t.co/HOSIalDIN4",2,1,2020-05-01 01:40:27+00:00
0,1256223586949509120,true,WATCH LIVE: Gov. Phil Murphy will speak at 1 p.m. Here are the latest updates on the coronavirus outbreak in New Je… https://t.co/snGbUa8RFE,0,0,2020-05-01 14:06:57+00:00
0,1256226161509707777,true,WATCH LIVE: Gov. Phil Murphy will speak at 1 p.m. Here are the latest updates on the coronavirus outbreak in New Je… https://t.co/BLUHrJh3y2,0,0,2020-05-01 14:17:11+00:00
0,1256180357839441920,true,🎥 @fmwales will be live shortly with an update on our response to the coronavirus outbreak. https://t.co/oP8FKmhNqN,11,9,2020-05-01 11:15:10+00:00
0,1256223674677501952,true,WATCH LIVE: Gov. Phil Murphy will speak at 1 p.m. Here are the latest updates on the coronavirus outbreak in New Je… https://t.co/4zerPrwS6n,0,0,2020-05-01 14:07:18+00:00
0,1256239150749175809,true,"LIVE: Vermont @GovPhilScott gives an update on the state’s response to the novel coronavirus outbreak 
💻📲https://t.co/fXjGJ56kP5",0,0,2020-05-01 15:08:47+00:00
0,1255847102980259840,true,Madhya Pradesh Bhopal Indore Coronavirus Outbreak Live | Madhya Pradesh (MP) Coronavirus Latest Updates/Total COVID… https://t.co/3XfhLtBxli,1,0,2020-04-30 13:10:56+00:00
0,1255773899830300675,true,"After aggressive mass testing, Vietnam says it contains coronavirus outbreak

Follow our live updates on… https://t.co/wVZqG69fjt",6,3,2020-04-30 08:20:03+00:00
0,1256216082693701633,true,Coronavirus Outbreak LIVE Updates: First COVID-19 patient in Maharashtra to receive plasma therapy https://t.co/pAMUWuyZ5n #livenewsindia,0,0,2020-05-01 13:37:08+00:00
0,1256271668835745793,true,"LIVE: ""Reason to be optimistic"" Ontario Premier Doug Ford and provincial cabinet ministers speaking live with an up… https://t.co/KrLKifIVah",0,0,2020-05-01 17:18:00+00:00
0,1256205735131852800,true,Coronavirus outbreak: Live updates on COVID-19 https://t.co/8RgOdZuf8K,0,0,2020-05-01 12:56:01+00:00
0,1256151758511972352,true,Stay Home. Stay Safe. Stay Strong. WATCH LIVE on FOX 5 for news and updates on the coronavirus outbreak:… https://t.co/dTfbY8FnCt,8,2,2020-05-01 09:21:32+00:00
0,1256237343171887107,true,CORONAVIRUS UPDATE: We have the latest on the coronavirus outbreak in our region on the GoodDayDC AfterShow! WATCH… https://t.co/zJJgbYVOaq,1,1,2020-05-01 15:01:37+00:00
0,1256182834865340417,true,coronavirus outbreak live updates of 1st may 2020 and lockdown in various cities of india – चंडीगढ़ में कोरोना पॉजि… https://t.co/eCXeAHgU2G,0,0,2020-05-01 11:25:01+00:00
0,1256203986853601280,true,Coronavirus Outbreak LIVE Updates: Odisha confirms 143 cases after new COVID-19 positive case in https://t.co/W5R1IhDnwa #livenewsindia,0,0,2020-05-01 12:49:04+00:00
0,1256271615731662853,true,"LIVE: ""Reason to be optimistic"" Ontario Premier Doug Ford and provincial cabinet ministers speaking live with an up… https://t.co/Op6p13ImQP",0,0,2020-05-01 17:17:48+00:00
0,1256226161694248960,true,WATCH LIVE: Gov. Phil Murphy will speak at 1 p.m. Here are the latest updates on the coronavirus outbreak in New Je… https://t.co/XQQ7lGjHTE,1,0,2020-05-01 14:17:11+00:00
0,1255996330687766535,true,Coronavirus Outbreak: Live Updates https://t.co/LpIjs8pzAH via @healthline,1,1,2020-04-30 23:03:55+00:00
0,1256107505756880896,true,"Dhanbad Coronavirus Outbreak Live | Jharkhand Dhanbad Coronavirus Lockdown (Curfew) Latest Today News, Coronavirus… https://t.co/w61DpPbEHm",0,0,2020-05-01 06:25:41+00:00
0,1256328275564982272,true,"Coronavirus live updates: Lockdown extended for two more weeks, 'considerable relaxations' for safer zones.

MHA on… https://t.co/brw81lKoR9",0,0,2020-05-01 21:02:57+00:00
0,1255816099829932032,true,Live updates: The latest news on the coronavirus outbreak in New England https://t.co/4wSJg5UmPe via @BostonDotCom,0,0,2020-04-30 11:07:44+00:00
0,1256223674685939713,true,WATCH LIVE: Gov. Phil Murphy will speak at 1 p.m. Here are the latest updates on the coronavirus outbreak in New Je… https://t.co/CQBRsaV0kU,0,0,2020-05-01 14:07:18+00:00
0,1256223674597879809,true,WATCH LIVE: Gov. Phil Murphy will speak at 1 p.m. Here are the latest updates on the coronavirus outbreak in New Je… https://t.co/ktQia9GGUo,0,0,2020-05-01 14:07:18+00:00
0,1255726000886779904,true,"Coronavirus Outbreak LIVE Updates: India will see more deaths due to hunger if lockdown continues, says Infosys fou… https://t.co/lkkOJP64Vq",0,0,2020-04-30 05:09:43+00:00
0,1256203989831598081,true,Coronavirus Outbreak LIVE Updates: Agra reports 496 cases after 17 more test positive today; https://t.co/StOmLkayWp #livenewsindia,0,0,2020-05-01 12:49:04+00:00
0,1255955094408957954,true,Coronavirus outbreak: Live updates on COVID-19 https://t.co/ZJPb03blTm,0,0,2020-04-30 20:20:03+00:00
0,1255771391544229888,true,"Coronavirus Outbreak LIVE Updates: 77-yr-old tests positive in Odisha, state tally now at 119; lockdowns could lead… https://t.co/S9tdrY0Ac7",0,0,2020-04-30 08:10:05+00:00
0,1256088230526545925,true,Trump Announces Panel To Look At Nursing Home Responses To Coronavirus Outbreak : Coronavirus Live Updates : NPR https://t.co/fHQhe2dwm5,0,0,2020-05-01 05:09:05+00:00
0,1256259586991915015,true,"COMING UP AT 1p ET ON @ABCNetwork and 4p &amp; 8p ET on @ABCNewsLive: @arobach hosts ""Pandemic: What You Need To Know""… https://t.co/mlJSAHfyzV",13,5,2020-05-01 16:30:00+00:00
0,1255742318927208454,true,"Coronavirus Outbreak LIVE Updates: UP Police orders 10,000 PPE kits after 28 cops test positive; Nashik reports 71… https://t.co/yjr9IRM2F6",0,1,2020-04-30 06:14:34+00:00
0,1255944369548427265,true,"Coronavirus Outbreak LIVE Updates: 414 new COVID-19 cases, 20 deaths reported in Mumbai today, total https://t.co/s810kjLGnY #livenewsindia",0,0,2020-04-30 19:37:26+00:00
0,1256225358455726086,true,WATCH LIVE: Gov. Phil Murphy will speak at 1 p.m. Here are the latest updates on the coronavirus outbreak in New Je… https://t.co/YzZ3GmKGkR,0,0,2020-05-01 14:13:59+00:00
0,1255322395231031301,true,"Coronavirus Outbreak LIVE Updates: Cases in India inch towards 30,000 as toll rises to 937; bank employee tests pos… https://t.co/n2Hrh56kzO",0,0,2020-04-29 02:25:56+00:00
0,1255557766762168325,true,Watch live: Mayor Lori Lightfoot provides an update on Chicago's response to the coronavirus outbreak https://t.co/ti5fQz9Tc6,4,1,2020-04-29 18:01:13+00:00
0,1255523927092314112,true,Watch Live: NY Gov. Cuomo Provides Updates On State Coronavirus Outbreak  https://t.co/pfbFYbfCIF,1,0,2020-04-29 15:46:45+00:00
0,1255484318069198849,true,Coronavirus | Mumbai Delhi Coronavirus News | Coronavirus Outbreak India Cases LIVE Updates; Maharashtra Pune Madhy… https://t.co/AEur2v5ekt,1,0,2020-04-29 13:09:21+00:00
0,1255356781590700032,true,Coronavirus Outbreak LIVE Updates: CRPF jawans posted at Ranchi's Hindpiri to enforce lockdown; over a million case… https://t.co/vuIB4HUJZx,0,0,2020-04-29 04:42:34+00:00
0,1255525152747589641,true,via @RealClearNews: Watch Live: NY Gov. Cuomo Provides Updates On State Coronavirus Outbreak https://t.co/olwAwu0zLC https://t.co/cCoYLBKwJL,0,0,2020-04-29 15:51:37+00:00
0,1255194566233255938,true,Live updates: Coronavirus outbreak at https://t.co/VOdKAJJmpH,0,0,2020-04-28 17:57:59+00:00
0,1255511335405838339,true,WATCH LIVE: Gov. Phil Murphy will speak to the public at 1 p.m. Here are the latest updates on the coronavirus outb… https://t.co/SaIgT2nlTu,0,0,2020-04-29 14:56:43+00:00
0,1255329671824236548,true,Coronavirus | Mumbai Delhi Coronavirus News | Coronavirus Outbreak India Cases LIVE Updates; Maharashtra Pune Madhy… https://t.co/2us0b3Ld8e,0,0,2020-04-29 02:54:51+00:00
0,1255458081644982272,true,"For today, April 29, here’s how to follow the latest on the coronavirus outbreak. 

🌎 Live updates from around the… https://t.co/gEkzErKZs9",124,51,2020-04-29 11:25:06+00:00
0,1255623387839430662,true,Coronavirus | Mumbai Delhi Coronavirus News | Coronavirus Outbreak India Cases LIVE Updates; Maharashtra Pune Madhy… https://t.co/1g6LykpHJJ,0,0,2020-04-29 22:21:58+00:00
0,1255542966955003905,true,"LIVE: Gov. @PhilMurphyNJ gives update on New Jersey's road to recovery amid #coronavirus outbreak

WATCH➡️… https://t.co/qgrT6BDMcO",0,1,2020-04-29 17:02:24+00:00
0,1255534812041031681,true,"COMING UP AT 1p ET ON @ABCNetwork and 4p &amp; 8p ET on @ABCNewsLive: @arobach hosts ""Pandemic: What You Need To Know""… https://t.co/9qDW9L6xMf",0,0,2020-04-29 16:30:00+00:00
0,1255586908467494912,true,WATCH LIVE: Gov. Bill Lee provides an update on how the state is responding to the novel coronavirus outbreak. https://t.co/Ko1a7cbVPE,0,0,2020-04-29 19:57:01+00:00
0,1255706829738344449,true,"Coronavirus Outbreak LIVE Updates: 'Further lockdowns can be devastating for economy,' says Raghuram Rajan https://t.co/93ZoLYIDpc",0,0,2020-04-30 03:53:32+00:00
0,1255406258636632070,true,31 हजार 408 केस: खाड़ी देशों में फंसे भारतीयों को निकालने के लिए नौसेना के आईएनएस जलाश्व और 2 मगर युद्धपोत भेजे जा… https://t.co/BHEhSbrLIq,0,0,2020-04-29 07:59:11+00:00
0,1255521292096278528,true,WATCH LIVE: @NYGovCuomo is giving an update on the #coronavirus outbreak in New York. https://t.co/pLLyt56J7D,17,9,2020-04-29 15:36:17+00:00
0,1255507629360758788,true,WATCH LIVE: Gov. Phil Murphy will speak to the public at 1 p.m. Here are the latest updates on the coronavirus outb… https://t.co/XBk8vUS05u,0,0,2020-04-29 14:41:59+00:00
